customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
6970,AW00017969,Jeffery Li,68,50 and above,New,03-09-2013,152,2,3040,4,4,1520,276.3636
4712,AW00015711,Jeffery Liang,72,50 and above,New,05-07-2013,154,2,127,5,5,63.5,127
16348,AW00027347,Jeffery Lin,40,40-49,New,14-06-2013,154,1,79,2,2,79,79
6789,AW00017788,Jeffery Liu,47,40-49,New,01-04-2013,157,1,65,3,3,65,65
8972,AW00019971,Jeffery Lu,49,40-49,VIP,15-06-2013,154,2,6056,3,3,3028,318.7368
7265,AW00018264,Jeffery Ma,56,50 and above,New,18-10-2013,150,2,70,3,3,35,70
16150,AW00027149,Jeffery She,56,50 and above,New,06-10-2013,151,1,42,3,3,42,42
13865,AW00024864,Jeffery Sun,68,50 and above,New,19-07-2013,153,1,155,5,5,155,155
7189,AW00018188,Jeffery Wang,45,40-49,VIP,08-08-2013,153,2,6093,5,5,3046.5,217.6071
14758,AW00025757,Jeffery Wu,52,50 and above,New,06-04-2013,157,1,629,4,4,629,629
13226,AW00024225,Jeffery Yang,41,40-49,New,04-08-2013,153,1,94,2,2,94,94
17573,AW00028572,Jeffery Ye,46,40-49,New,08-05-2013,156,1,31,3,3,31,31
3643,AW00014642,Jeffery Zeng,53,50 and above,New,26-05-2013,155,1,7,2,2,7,7
1473,AW00012472,Jeffery Zhang,48,40-49,New,09-08-2013,153,1,50,1,1,50,50
6932,AW00017931,Jeffery Zhao,48,40-49,New,27-08-2013,152,1,30,1,1,30,30
4031,AW00015030,Jeffery Zheng,40,40-49,New,16-07-2013,153,2,3786,4,4,1893,473.25
13849,AW00024848,Jeffery Zhou,75,50 and above,New,13-01-2014,147,1,21,1,1,21,21
17490,AW00028489,Jeffery Zhu,77,50 and above,New,30-07-2013,153,1,786,3,3,786,786
16312,AW00027311,Jenna Adams,60,50 and above,New,18-07-2013,153,1,34,2,2,34,34
12485,AW00023484,Jenna Allen,57,50 and above,New,10-11-2013,149,1,540,1,1,540,540
4952,AW00015951,Jenna Baker,64,50 and above,New,21-04-2013,156,1,40,2,2,40,40
11877,AW00022876,Jenna Campbell,53,50 and above,New,18-04-2013,156,1,575,2,2,575,575
8859,AW00019858,Jenna Collins,74,50 and above,New,03-12-2013,149,1,94,2,2,94,94
9516,AW00020515,Jenna Edwards,73,50 and above,New,20-06-2013,154,1,74,4,4,74,74
6684,AW00017683,Jenna Evans,46,40-49,New,08-03-2013,158,1,5,1,1,5,5
6691,AW00017690,Jenna Gonzalez,47,40-49,New,02-09-2013,152,1,1701,1,1,1701,1701
528,AW00011527,Jenna Green,64,50 and above,New,01-11-2013,150,2,39,3,2,19.5,4.875
13016,AW00024015,Jenna Hall,60,50 and above,New,13-06-2013,154,1,1155,2,2,1155,1155
15645,AW00026644,Jenna Hernandez,57,50 and above,Regular,17-12-2013,148,2,2805,4,4,1402.5,155.8333
12154,AW00023153,Jenna Hill,51,50 and above,New,21-03-2013,157,1,35,2,2,35,35
9016,AW00020015,Jenna King,50,50 and above,New,15-12-2013,148,1,565,1,1,565,565
14978,AW00025977,Jenna Lopez,47,40-49,Regular,04-10-2013,151,2,4625,3,3,2312.5,171.2963
2227,AW00013226,Jenna Mitchell,73,50 and above,Regular,25-11-2013,149,2,4565,4,4,2282.5,207.5
10449,AW00021448,Jenna Nelson,77,50 and above,New,20-01-2013,159,1,564,2,2,564,564
14991,AW00025990,Jenna Parker,58,50 and above,VIP,11-07-2013,153,2,5847,4,4,2923.5,265.7727
13659,AW00024658,Jenna Perez,57,50 and above,New,22-05-2013,155,1,39,3,3,39,39
13986,AW00024985,Jenna Phillips,70,50 and above,New,06-09-2013,152,1,96,4,4,96,96
10588,AW00021587,Jenna Roberts,42,40-49,New,28-10-2013,150,1,1155,2,2,1155,1155
3741,AW00014740,Jenna Scott,61,50 and above,Regular,04-09-2013,152,2,1533,5,5,766.5,63.875
17571,AW00028570,Jenna Turner,48,40-49,New,04-07-2013,154,1,68,2,2,68,68
292,AW00011291,Jenna Wright,54,50 and above,VIP,19-01-2013,159,2,5873,2,2,2936.5,367.0625
5366,AW00016365,Jenna Young,65,50 and above,New,16-11-2013,149,1,2490,5,5,2490,2490
4363,AW00015362,Jennifer Adams,49,40-49,New,02-10-2013,151,2,4745,5,5,2372.5,1581.6667
722,AW00011721,Jennifer Alexander,55,50 and above,New,17-10-2013,150,2,105,5,5,52.5,26.25
16107,AW00027106,Jennifer Allen,50,50 and above,Regular,04-10-2013,151,2,4455,2,2,2227.5,371.25
12394,AW00023393,Jennifer Anderson,48,40-49,New,05-09-2013,152,1,615,3,3,615,615
7449,AW00018448,Jennifer Bailey,42,40-49,New,13-10-2013,150,1,1736,2,2,1736,1736
801,AW00011800,Jennifer Baker,51,50 and above,New,13-08-2013,152,2,77,4,4,38.5,77
17098,AW00028097,Jennifer Barnes,42,40-49,New,09-03-2011,182,1,3578,1,1,3578,3578
13041,AW00024040,Jennifer Bell,51,50 and above,New,07-07-2013,154,1,2482,4,4,2482,2482
2709,AW00013708,Jennifer Bennett,54,50 and above,New,10-01-2014,147,4,161,9,9,40.25,16.1
6412,AW00017411,Jennifer Brooks,51,50 and above,New,25-10-2013,150,2,156,3,3,78,78
4940,AW00015939,Jennifer Brown,55,50 and above,New,02-07-2013,154,1,40,2,2,40,40
3870,AW00014869,Jennifer Bryant,45,40-49,New,23-01-2014,147,1,55,4,4,55,55
14479,AW00025478,Jennifer Butler,54,50 and above,New,29-09-2013,151,1,1736,2,2,1736,1736
1959,AW00012958,Jennifer Campbell,58,50 and above,New,07-11-2013,150,2,208,4,4,104,208
2891,AW00013890,Jennifer Carter,48,40-49,New,18-03-2013,157,2,2982,4,4,1491,497
14882,AW00025881,Jennifer Clark,67,50 and above,New,04-01-2014,148,1,25,1,1,25,25
16299,AW00027298,Jennifer Coleman,45,40-49,New,22-09-2012,163,1,783,1,1,783,783
365,AW00011364,Jennifer Collins,41,40-49,Regular,26-12-2013,148,3,4921,4,4,1640.3333,164.0333
12551,AW00023550,Jennifer Cook,45,40-49,New,30-10-2013,150,1,112,4,4,112,112
188,AW00011187,Jennifer Cooper,76,50 and above,New,06-08-2013,153,2,108,4,4,54,27
10935,AW00021934,Jennifer Cox,61,50 and above,New,19-08-2013,152,1,10,1,1,10,10
5383,AW00016382,Jennifer Davis,62,50 and above,New,07-04-2013,157,1,60,2,2,60,60
5116,AW00016115,Jennifer Diaz,52,50 and above,New,28-03-2013,157,1,7,2,2,7,7
1963,AW00012962,Jennifer Edwards,53,50 and above,New,14-11-2013,149,2,84,4,4,42,84
4520,AW00015519,Jennifer Evans,98,50 and above,New,27-04-2013,156,1,22,1,1,22,22
2030,AW00013029,Jennifer Foster,43,40-49,Regular,13-07-2013,153,2,2961,3,3,1480.5,174.1765
4308,AW00015307,Jennifer Garcia,70,50 and above,New,30-03-2013,157,1,40,2,2,40,40
15009,AW00026008,Jennifer Gonzales,55,50 and above,New,20-01-2014,147,1,49,2,2,49,49
15338,AW00026337,Jennifer Gonzalez,48,40-49,New,25-04-2013,156,1,30,2,2,30,30
1572,AW00012571,Jennifer Green,40,40-49,Regular,04-08-2013,153,2,2641,4,4,1320.5,139
3245,AW00014244,Jennifer Griffin,67,50 and above,New,20-12-2013,148,3,155,5,5,51.6667,19.375
10626,AW00021625,Jennifer Hall,51,50 and above,New,11-08-2013,152,1,69,3,3,69,69
5790,AW00016789,Jennifer Harris,73,50 and above,New,19-12-2013,148,1,2443,1,1,2443,2443
13437,AW00024436,Jennifer Hernandez,62,50 and above,New,25-02-2013,158,1,2438,2,2,2438,2438
7292,AW00018291,Jennifer Hill,56,50 and above,New,13-10-2013,150,2,31,2,2,15.5,10.3333
5265,AW00016264,Jennifer Howard,92,50 and above,New,24-11-2013,149,2,62,3,3,31,62
1953,AW00012952,Jennifer Hughes,46,40-49,New,13-08-2013,152,1,37,3,3,37,37
2404,AW00013403,Jennifer Jackson,68,50 and above,Regular,14-05-2013,155,2,4579,4,4,2289.5,327.0714
18165,AW00029164,Jennifer James,50,50 and above,New,09-06-2013,155,1,68,2,2,68,68
18238,AW00029237,Jennifer Jenkins,57,50 and above,Regular,12-08-2013,152,2,4355,3,3,2177.5,181.4583
13356,AW00024355,Jennifer Johnson,55,50 and above,New,15-05-2013,155,1,37,2,2,37,37
1468,AW00012467,Jennifer Jones,42,40-49,New,21-04-2013,156,1,59,2,2,59,59
16683,AW00027682,Jennifer Kelly,70,50 and above,New,25-11-2013,149,1,23,2,2,23,23
9763,AW00020762,Jennifer King,57,50 and above,New,15-12-2013,148,1,124,2,2,124,124
3645,AW00014644,Jennifer Lee,52,50 and above,New,10-02-2013,158,1,7,2,2,7,7
3091,AW00014090,Jennifer Lewis,43,40-49,New,30-04-2013,156,1,86,2,2,86,86
18011,AW00029010,Jennifer Long,70,50 and above,New,22-06-2011,178,1,3578,1,1,3578,3578
5999,AW00016998,Jennifer Lopez,50,50 and above,New,18-05-2013,155,1,1736,2,2,1736,1736
10618,AW00021617,Jennifer Miller,43,40-49,New,20-01-2014,147,1,15,2,2,15,15
7312,AW00018311,Jennifer Mitchell,45,40-49,New,15-12-2013,148,1,14,2,2,14,14
10760,AW00021759,Jennifer Moore,76,50 and above,New,16-12-2013,148,1,64,3,3,64,64
8892,AW00019891,Jennifer Morgan,67,50 and above,New,15-04-2013,156,1,1174,2,2,1174,1174
9550,AW00020549,Jennifer Morris,63,50 and above,Regular,29-10-2013,150,2,3105,3,3,1552.5,172.5
6082,AW00017081,Jennifer Murphy,41,40-49,New,07-07-2013,154,1,75,2,2,75,75
6148,AW00017147,Jennifer Nelson,71,50 and above,New,04-08-2013,153,1,1701,1,1,1701,1701
11119,AW00022118,Jennifer Parker,67,50 and above,Regular,26-07-2013,153,2,4158,4,4,2079,154
4130,AW00015129,Jennifer Patterson,41,40-49,VIP,03-12-2013,149,3,5177,6,6,1725.6667,398.2308
8914,AW00019913,Jennifer Perez,76,50 and above,New,25-02-2013,158,1,29,2,2,29,29
11121,AW00022120,Jennifer Perry,67,50 and above,VIP,04-03-2013,158,2,5962,2,2,2981,271
3434,AW00014433,Jennifer Peterson,87,50 and above,New,07-07-2013,154,2,3342,3,3,1671,417.75
7801,AW00018800,Jennifer Phillips,43,40-49,New,06-11-2013,150,1,1755,2,2,1755,1755
13340,AW00024339,Jennifer Price,59,50 and above,New,28-12-2012,160,1,2384,1,1,2384,2384
10312,AW00021311,Jennifer Ramirez,65,50 and above,Regular,26-12-2013,148,2,4473,5,5,2236.5,279.5625
13325,AW00024324,Jennifer Reed,50,50 and above,New,20-12-2013,148,1,600,4,4,600,600
4546,AW00015545,Jennifer Rivera,54,50 and above,New,16-07-2013,153,1,40,2,2,40,40
448,AW00011447,Jennifer Roberts,46,40-49,VIP,31-05-2013,155,3,8078,6,6,2692.6667,351.2174
15505,AW00026504,Jennifer Robinson,71,50 and above,New,14-06-2012,166,1,1000,1,1,1000,1000
16068,AW00027067,Jennifer Rodriguez,47,40-49,New,20-08-2012,164,1,2049,1,1,2049,2049
11781,AW00022780,Jennifer Rogers,69,50 and above,New,21-04-2013,156,1,722,4,4,722,722
17898,AW00028897,Jennifer Ross,67,50 and above,New,06-01-2014,148,1,40,2,2,40,40
37,AW00011036,Jennifer Russell,41,40-49,New,22-01-2013,159,1,2355,2,2,2355,2355
16204,AW00027203,Jennifer Sanchez,60,50 and above,New,17-10-2013,150,1,19,3,3,19,19
1923,AW00012922,Jennifer Sanders,43,40-49,Regular,27-10-2013,150,2,4514,5,5,2257,214.9524
5155,AW00016154,Jennifer Scott,61,50 and above,New,11-07-2013,153,1,5,1,1,5,5
263,AW00011262,Jennifer Simmons,51,50 and above,New,22-01-2014,147,27,1124,63,26,41.6296,112.4
10338,AW00021337,Jennifer Smith,62,50 and above,New,20-08-2013,152,1,50,3,3,50,50
807,AW00011806,Jennifer Stewart,43,40-49,New,03-10-2013,151,2,96,4,4,48,13.7143
7471,AW00018470,Jennifer Taylor,66,50 and above,VIP,30-01-2013,159,2,6021,2,2,3010.5,316.8947
10274,AW00021273,Jennifer Thomas,52,50 and above,New,21-07-2013,153,1,15,2,2,15,15
12064,AW00023063,Jennifer Thompson,83,50 and above,New,16-12-2013,148,1,37,3,3,37,37
4473,AW00015472,Jennifer Torres,45,40-49,Regular,16-12-2013,148,2,1560,3,3,780,86.6667
14436,AW00025435,Jennifer Turner,55,50 and above,New,19-02-2013,158,1,37,2,2,37,37
2490,AW00013489,Jennifer Walker,81,50 and above,Regular,24-06-2013,154,2,4740,3,3,2370,364.6154
13746,AW00024745,Jennifer Ward,64,50 and above,New,25-07-2013,153,1,30,2,2,30,30
7140,AW00018139,Jennifer Washington,54,50 and above,VIP,08-09-2013,152,3,5764,9,8,1921.3333,320.2222
4966,AW00015965,Jennifer Watson,59,50 and above,New,16-09-2013,151,2,3109,4,4,1554.5,345.4444
16028,AW00027027,Jennifer White,65,50 and above,New,05-02-2012,171,1,783,1,1,783,783
8458,AW00019457,Jennifer Williams,93,50 and above,New,13-12-2013,148,1,93,3,3,93,93
3436,AW00014435,Jennifer Wilson,87,50 and above,New,12-08-2013,152,1,81,3,3,81,81
15275,AW00026274,Jennifer Wood,63,50 and above,New,24-05-2013,155,1,21,1,1,21,21
15506,AW00026505,Jennifer Wright,65,50 and above,New,04-02-2013,159,1,60,2,2,60,60
16674,AW00027673,Jennifer Young,67,50 and above,New,28-01-2011,183,1,3578,1,1,3578,3578
9260,AW00020259,Jenny Andersen,51,50 and above,VIP,19-07-2013,153,2,6029,3,3,3014.5,301.45
6291,AW00017290,Jenny Becker,53,50 and above,New,13-08-2013,152,2,93,3,3,46.5,31
18388,AW00029387,Jenny Cai,81,50 and above,New,12-06-2013,154,1,21,1,1,21,21
6112,AW00017111,Jenny Chande,50,50 and above,New,23-02-2013,158,1,5,1,1,5,5
8918,AW00019917,Jenny Chander,71,50 and above,New,08-11-2013,150,2,3369,5,5,1684.5,306.2727
16967,AW00027966,Jenny Chen,72,50 and above,New,24-03-2013,157,1,40,2,2,40,40
10956,AW00021955,Jenny Ferrier,51,50 and above,Regular,22-11-2013,149,2,4900,4,4,2450,245
11062,AW00022061,Jenny Goel,42,40-49,New,26-12-2013,148,1,1145,2,2,1145,1145
15777,AW00026776,Jenny Guo,44,40-49,New,22-05-2013,155,1,25,2,2,25,25
13101,AW00024100,Jenny He,55,50 and above,New,04-07-2013,154,1,1169,4,4,1169,1169
5635,AW00016634,Jenny Hu,45,40-49,New,22-10-2013,150,2,107,5,5,53.5,107
2818,AW00013817,Jenny Huang,42,40-49,New,13-06-2013,154,1,35,1,1,35,35
12430,AW00023429,Jenny Kumar,54,50 and above,New,09-07-2013,154,2,3937,3,3,1968.5,393.7
6182,AW00017181,Jenny Lal,57,50 and above,New,22-08-2013,152,3,6945,7,7,2315,631.3636
11170,AW00022169,Jenny Li,69,50 and above,New,19-06-2013,154,1,79,2,2,79,79
16352,AW00027351,Jenny Liang,40,40-49,New,05-06-2013,155,1,124,2,2,124,124
4003,AW00015002,Jenny Lin,47,40-49,Regular,12-08-2013,152,2,2782,3,3,1391,214
5166,AW00016165,Jenny Liu,48,40-49,New,21-09-2013,151,2,82,6,6,41,41
16396,AW00027395,Jenny Lu,72,50 and above,New,03-10-2013,151,1,75,3,3,75,75
8475,AW00019474,Jenny Luo,54,50 and above,Regular,07-12-2013,149,2,1589,5,5,794.5,132.4167
5544,AW00016543,Jenny McDonald,49,40-49,New,08-09-2013,152,2,54,4,4,27,54
439,AW00011438,Jenny Nara,71,50 and above,New,05-02-2013,159,1,35,1,1,35,35
16282,AW00027281,Jenny Nath,51,50 and above,New,16-10-2013,150,2,4540,4,4,2270,454
4133,AW00015132,Jenny Pal,47,40-49,New,28-11-2013,149,2,152,6,6,76,38
276,AW00011275,Jenny Rai,86,50 and above,VIP,12-01-2013,159,2,5955,4,4,2977.5,372.1875
9234,AW00020233,Jenny Raje,56,50 and above,New,03-05-2013,156,1,70,3,3,70,70
10871,AW00021870,Jenny Raji,73,50 and above,New,14-11-2013,149,1,73,4,4,73,73
5707,AW00016706,Jenny Shan,62,50 and above,New,30-09-2013,151,2,93,3,3,46.5,93
16587,AW00027586,Jenny She,52,50 and above,New,16-11-2013,149,1,1120,1,1,1120,1120
9133,AW00020132,Jenny Shen,58,50 and above,New,10-06-2013,154,1,70,3,3,70,70
1254,AW00012253,Jenny Sun,43,40-49,Regular,16-07-2013,153,2,4067,6,6,2033.5,225.9444
3211,AW00014210,Jenny Tang,44,40-49,VIP,28-08-2013,152,3,5621,5,5,1873.6667,468.4167
17187,AW00028186,Jenny Wagner,60,50 and above,New,05-03-2011,182,1,3578,1,1,3578,3578
12945,AW00023944,Jenny Wu,42,40-49,New,02-04-2013,157,1,1155,2,2,1155,1155
1223,AW00012222,Jenny Xu,59,50 and above,VIP,07-12-2013,149,3,6909,8,7,2303,345.45
17745,AW00028744,Jenny Xu,48,40-49,New,01-11-2013,150,1,776,3,3,776,776
5843,AW00016842,Jenny Yang,51,50 and above,New,25-10-2013,150,1,5,1,1,5,5
14037,AW00025036,Jenny Ye,65,50 and above,New,06-06-2013,155,2,2120,2,2,1060,235.5556
5941,AW00016940,Jenny Zeng,57,50 and above,VIP,26-12-2013,148,2,5006,3,3,2503,312.875
13610,AW00024609,Jenny Zhang,48,40-49,New,03-02-2013,159,2,2120,2,2,1060,192.7273
948,AW00011947,Jenny Zheng,69,50 and above,Regular,27-12-2013,148,3,4747,6,6,1582.3333,182.5769
703,AW00011702,Jenny Zhou,51,50 and above,New,14-11-2013,149,2,96,4,4,48,19.2
6079,AW00017078,Jenny Zhu,57,50 and above,New,19-03-2013,157,2,187,6,5,93.5,187
7198,AW00018197,Jenny Zimmerman,46,40-49,New,20-09-2013,151,2,31,2,2,15.5,4.4286
15284,AW00026283,Jeremiah Diaz,42,40-49,Regular,17-12-2013,148,2,3371,4,4,1685.5,153.2273
9289,AW00020288,Jeremiah Edwards,44,40-49,New,09-11-2013,150,1,94,2,2,94,94
17086,AW00028085,Jeremiah Evans,41,40-49,New,02-06-2013,155,1,5,1,1,5,5
10156,AW00021155,Jeremiah Flores,60,50 and above,New,09-09-2013,152,1,1155,2,2,1155,1155
15799,AW00026798,Jeremiah Garcia,44,40-49,New,05-08-2013,153,1,29,1,1,29,29
17038,AW00028037,Jeremiah Gonzales,72,50 and above,New,14-12-2013,148,1,34,3,3,34,34
6469,AW00017468,Jeremiah Gonzalez,83,50 and above,New,10-11-2013,149,2,129,7,6,64.5,18.4286
12332,AW00023331,Jeremiah Gray,59,50 and above,New,30-05-2013,155,2,4144,2,2,2072,414.4
17254,AW00028253,Jeremiah Green,52,50 and above,New,02-07-2013,154,1,14,2,2,14,14
7159,AW00018158,Jeremiah Griffin,67,50 and above,VIP,03-12-2013,149,3,6870,4,4,2290,528.4615
7251,AW00018250,Jeremiah Hall,53,50 and above,VIP,30-01-2013,159,2,6058,4,4,3029,302.9
6024,AW00017023,Jeremiah Harris,54,50 and above,New,12-06-2013,154,1,1736,2,2,1736,1736
9087,AW00020086,Jeremiah Hayes,55,50 and above,New,22-05-2013,155,2,129,5,5,64.5,64.5
7962,AW00018961,Jeremiah Henderson,58,50 and above,New,16-11-2013,149,1,2370,4,4,2370,2370
14304,AW00025303,Jeremiah Hernandez,41,40-49,New,20-11-2013,149,1,575,2,2,575,575
8851,AW00019850,Jeremiah Hill,76,50 and above,New,23-12-2013,148,1,120,2,2,120,120
3640,AW00014639,Jeremiah Howard,60,50 and above,Regular,15-07-2013,153,2,1547,4,4,773.5,59.5
8162,AW00019161,Jeremiah Hughes,57,50 and above,New,01-05-2013,156,1,585,5,5,585,585
7401,AW00018400,Jeremiah Jackson,52,50 and above,New,28-12-2013,148,1,2410,6,6,2410,2410
662,AW00011661,Jeremiah James,45,40-49,New,14-12-2013,148,5,287,11,10,57.4,35.875
15171,AW00026170,Jeremiah Jenkins,44,40-49,New,05-01-2014,148,1,29,1,1,29,29
3447,AW00014446,Jeremiah Johnson,50,50 and above,New,22-11-2013,149,3,146,6,6,48.6667,16.2222
6018,AW00017017,Jeremiah Jones,58,50 and above,New,28-11-2013,149,1,2332,3,3,2332,2332
6564,AW00017563,Jeremiah King,42,40-49,New,19-11-2013,149,1,2398,5,5,2398,2398
17129,AW00028128,Jeremiah Lee,46,40-49,New,01-12-2013,149,1,13,2,2,13,13
3372,AW00014371,Jeremiah Lewis,48,40-49,New,04-01-2014,148,3,120,6,6,40,13.3333
2318,AW00013317,Jeremiah Long,66,50 and above,New,23-11-2013,149,1,57,2,2,57,57
15298,AW00026297,Jeremiah Lopez,42,40-49,Regular,21-12-2013,148,2,3287,5,5,1643.5,156.5238
6346,AW00017345,Jeremiah Martin,42,40-49,New,02-09-2013,152,1,1765,4,4,1765,1765
16672,AW00027671,Jeremiah Martinez,67,50 and above,VIP,13-11-2013,149,2,5997,3,3,2998.5,176.3824
6718,AW00017717,Jeremiah Miller,60,50 and above,New,11-03-2013,157,2,2840,6,6,1420,405.7143
9335,AW00020334,Jeremiah Mitchell,52,50 and above,New,13-02-2013,158,1,70,1,1,70,70
7935,AW00018934,Jeremiah Moore,46,40-49,New,18-09-2013,151,1,124,2,2,124,124
16417,AW00027416,Jeremiah Morris,67,50 and above,New,23-11-2012,161,1,2049,1,1,2049,2049
4404,AW00015403,Jeremiah Ross,60,50 and above,New,22-06-2013,154,1,40,2,2,40,40
18258,AW00029257,Jeremiah Russell,65,50 and above,New,19-10-2013,150,1,165,3,3,165,165
11266,AW00022265,Jeremiah Sanchez,53,50 and above,New,10-03-2013,157,1,22,1,1,22,22
12062,AW00023061,Jeremiah Sanders,62,50 and above,New,10-03-2013,157,1,30,1,1,30,30
8403,AW00019402,Jeremiah Scott,53,50 and above,New,10-02-2013,158,1,1254,4,4,1254,1254
2903,AW00013902,Jeremiah Simmons,51,50 and above,New,12-07-2013,153,1,22,1,1,22,22
7523,AW00018522,Jeremiah Smith,50,50 and above,New,24-03-2013,157,1,70,1,1,70,70
1729,AW00012728,Jeremiah Stewart,41,40-49,New,07-04-2013,157,1,60,2,2,60,60
18013,AW00029012,Jeremiah Taylor,65,50 and above,New,23-10-2013,150,1,79,2,2,79,79
7373,AW00018372,Jeremiah Thomas,48,40-49,New,12-12-2013,148,1,1760,3,3,1760,1760
15504,AW00026503,Jeremiah Townsend,66,50 and above,New,03-06-2012,167,1,1000,1,1,1000,1000
8208,AW00019207,Jeremiah Turner,55,50 and above,New,17-05-2013,155,1,791,4,4,791,791
12675,AW00023674,Jeremiah Walker,81,50 and above,New,22-12-2013,148,1,70,3,3,70,70
18031,AW00029030,Jeremy Adams,63,50 and above,New,20-12-2013,148,1,40,2,2,40,40
8240,AW00019239,Jeremy Alexander,47,40-49,New,20-12-2013,148,1,79,2,2,79,79
14282,AW00025281,Jeremy Allen,45,40-49,New,26-03-2013,157,1,1250,2,2,1250,1250
286,AW00011285,Jeremy Anderson,53,50 and above,New,26-10-2013,150,2,128,5,5,64,64
9123,AW00020122,Jeremy Bailey,47,40-49,New,12-11-2013,149,1,129,3,3,129,129
12472,AW00023471,Jeremy Baker,59,50 and above,New,18-10-2013,150,1,600,4,4,600,600
10447,AW00021446,Jeremy Barnes,77,50 and above,New,09-05-2013,156,1,55,2,2,55,55
15526,AW00026525,Jeremy Bell,63,50 and above,New,16-09-2013,151,1,49,2,2,49,49
2183,AW00013182,Jeremy Bennett,72,50 and above,New,06-12-2013,149,2,166,5,5,83,83
13714,AW00024713,Jeremy Brooks,104,50 and above,New,27-02-2013,158,1,7,2,2,7,7
12706,AW00023705,Jeremy Bryant,74,50 and above,New,16-11-2013,149,1,94,4,4,94,94
237,AW00011236,Jeremy Butler,68,50 and above,New,06-01-2014,148,2,114,5,5,57,38
11544,AW00022543,Jeremy Campbell,47,40-49,New,20-03-2013,157,1,563,4,4,563,563
11185,AW00022184,Jeremy Carter,45,40-49,New,13-10-2013,150,1,37,3,3,37,37
7324,AW00018323,Jeremy Clark,42,40-49,New,19-07-2013,153,1,40,2,2,40,40
2088,AW00013087,Jeremy Collins,46,40-49,Regular,22-10-2013,150,2,4803,4,4,2401.5,240.15
13673,AW00024672,Jeremy Cook,71,50 and above,New,27-01-2014,147,1,72,3,3,72,72
15557,AW00026556,Jeremy Cooper,44,40-49,New,18-05-2013,155,1,36,3,3,36,36
9332,AW00020331,Jeremy Cox,58,50 and above,New,29-05-2013,155,1,134,2,2,134,134
14835,AW00025834,Jeremy Davis,71,50 and above,New,22-09-2013,151,1,27,2,2,27,27
16652,AW00027651,Jeremy Murphy,65,50 and above,VIP,19-11-2013,149,2,6021,4,4,3010.5,182.4545
15840,AW00026839,Jeremy Nelson,55,50 and above,New,18-05-2013,155,1,78,4,4,78,78
17669,AW00028668,Jeremy Parker,53,50 and above,New,23-03-2013,157,1,79,2,2,79,79
2028,AW00013027,Jeremy Patterson,42,40-49,New,11-08-2013,152,1,2319,3,3,2319,2319
2101,AW00013100,Jeremy Perez,57,50 and above,New,17-04-2013,156,1,2377,3,3,2377,2377
15556,AW00026555,Jeremy Perry,43,40-49,New,15-08-2013,152,1,27,2,2,27,27
3400,AW00014399,Jeremy Peterson,67,50 and above,New,12-04-2013,156,1,5,1,1,5,5
7496,AW00018495,Jeremy Phillips,56,50 and above,VIP,18-03-2013,157,2,6021,2,2,3010.5,286.7143
49,AW00011048,Jeremy Powell,69,50 and above,VIP,25-12-2013,148,3,6498,8,8,2166,191.1176
14990,AW00025989,Jeremy Price,53,50 and above,Regular,31-05-2013,155,2,2745,5,5,1372.5,211.1538
5018,AW00016017,Jeremy Ramirez,41,40-49,New,31-07-2013,153,1,60,2,2,60,60
15532,AW00026531,Jeremy Reed,51,50 and above,New,23-05-2013,155,1,27,2,2,27,27
1781,AW00012780,Jeremy Richardson,59,50 and above,VIP,17-09-2013,151,2,5940,5,5,2970,297
5979,AW00016978,Jeremy Rivera,54,50 and above,New,12-03-2013,157,1,5,1,1,5,5
13677,AW00024676,Jeremy Roberts,70,50 and above,New,06-07-2013,154,1,2462,4,4,2462,2462
3471,AW00014470,Jeremy Robinson,54,50 and above,New,10-07-2013,153,2,3382,5,5,1691,563.6667
6465,AW00017464,Jeremy Rodriguez,67,50 and above,New,22-06-2013,154,1,1785,4,4,1785,1785
8324,AW00019323,Jeremy Rogers,42,40-49,New,28-07-2013,153,2,1584,4,4,792,144
13952,AW00024951,Jeremy Ward,77,50 and above,New,30-07-2013,153,1,33,1,1,33,33
16611,AW00027610,Jeremy Washington,64,50 and above,New,18-05-2013,155,1,43,3,3,43,43
8226,AW00019225,Jeremy Watson,63,50 and above,New,31-12-2012,160,1,1219,3,3,1219,1219
15579,AW00026578,Jeremy White,45,40-49,New,28-10-2013,150,1,58,3,3,58,58
17342,AW00028341,Jeremy Wilson,42,40-49,New,27-08-2013,152,1,129,3,3,129,129
16278,AW00027277,Jeremy Wood,45,40-49,New,25-11-2012,161,1,2071,1,1,2071,2071
16224,AW00027223,Jeremy Wright,63,50 and above,New,26-03-2013,157,1,6,2,2,6,6
1438,AW00012437,Jeremy Young,54,50 and above,VIP,18-07-2013,153,2,5983,5,5,2991.5,314.8947
9752,AW00020751,Jermaine Arthur,65,50 and above,New,13-12-2013,148,1,575,2,2,575,575
3300,AW00014299,Jermaine Chandra,53,50 and above,New,05-09-2013,152,3,5108,3,3,1702.6667,464.3636
14278,AW00025277,Jermaine Fernandez,44,40-49,New,15-10-2013,150,1,96,4,4,96,96
10567,AW00021566,Jermaine Garcia,48,40-49,New,24-02-2013,158,1,42,3,3,42,42
17501,AW00028500,Jermaine Gonzalez,60,50 and above,New,13-07-2013,153,1,777,2,2,777,777
